role,ident,smiles
decoy,C35171047,Cc1cccc(c1Nc2c(nc3n2cccn3)c4c(ccs4)C)C
decoy,C63573592,Cc1ccc(cc1)[C@@H]2[C@H]3C(=c4cc(ccc4=[NH+]3)OC)CCN2C(=O)NC(C)C
decoy,C44942325,c1ccc(cc1)CC2(CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)N4CCN(CC4)c5cccc[nH+]5)O
decoy,C40323618,C[C@@H](c1ccccc1Cl)NS(=O)(=O)c2ccc(c(c2)N)O
decoy,C09237181,Cc1ccc(cc1)[C@@H]2[C@H](Sc3nnc(n3N2)c4ccccc4)C(=O)Nc5ccccc5C
decoy,C12856466,CC[C@@]1(C(=O)N(C(=O)N1)NC(=O)CSc2nnc(n2CCOC)c3ccccc3)c4ccccc4
decoy,C22607027,CCCOc1ccc(cc1)[C@@H]2c3c([nH]c(nc3=O)N4CCCCC4)NC5=C2C(=O)CCC5
decoy,C00739076,CCCN(CC(=O)Nc1c(c(nn1c2ccc(cc2)OC)C)c3ccccc3)C(=O)NC4CCCCC4
decoy,C08800376,CN1CCCc2c1ccc(c2)[C@H](CNS(=O)(=O)Cc3ccc(cc3)F)[NH+]4CCCCC4
decoy,C46772225,Cc1ccc(cc1C)NC(=S)NNC(=O)c2c(c3cccc(c3o2)F)C
decoy,C29787690,CC1(CC(CC([NH2+]1)(C)C)NC(=O)CCc2ccc(cc2)S(=O)(=O)NC)C
decoy,C22888459,C[C@H](C(=O)N1CC(=O)Nc2c1ccc(c2)C(F)(F)F)OC(=O)c3c(ccs3)n4cccc4
decoy,C06301791,Cc1cc(c2cc(c(=O)[nH]c2c1)[C@H](c3nnnn3C4CCCC4)[NH+]5CCC(CC5)Cc6ccccc6)C
decoy,C12105440,c1ccc(cc1)Cc2nnc(n2c3ccccc3)SCC(=O)NNC(=O)c4cccc(c4)[N+](=O)[O-]
decoy,C12986696,CCOc1ccc(cc1)c2nc(on2)CCC(=O)Nc3ccc(cc3C)C
decoy,C39358632,c1cc(c(cc1[C@@H]2C3=C(N=N[C@H]3NC4=C2C(=O)CCC4)O)Cl)Cl
decoy,C46772906,c1cc(c(cc1F)Br)C(=O)NNC(=S)Nc2ccc(cc2Cl)Cl
decoy,C43573238,CC[C@H]1c2ccsc2CCN1C(=O)Nc3ccc(cc3)N4CCCC4=O
decoy,C11791511,Cc1cc(n(n1)CCNC(=O)c2cc(cc3c2n(c(n3)[C@H]4CCCO4)C)NC(=O)CC5CCCC5)C
decoy,C19520600,CC[C@@H]1C[C@@H](n2c(cc(n2)C(=O)Nc3ccc4c(c3)NC(=O)[C@H](O4)C)N1)C(F)(F)F
decoy,C42052019,Cc1cc(c(c(c1)C)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)N)C
decoy,C54503588,Cc1ccc(cc1)N2C(=O)[C@H](NC2=O)C3CC3
decoy,C14528565,C[C@H]1C[C@@H](C[NH+](C1)Cc2csc(n2)NC(=O)CCc3[nH]c(=O)c4c5c(sc4n3)CCCC5)C
decoy,C06601074,CCOc1ccc(cc1)N([C@H](c2ccco2)C(=O)NC[C@H]3CCCO3)C(=O)c4c(c(ns4)C(=O)N)N
decoy,C06239429,CC(C)c1ccc(cc1)c2c3c(c(c(c2C#N)N)C#N)-c4ccccc4SC3
decoy,C09309951,[H]/N=C\1/C(=C/c2ccc(c(c2)OCC)OCCOc3cc(ccc3C(C)C)C)/C(=O)N=C4N1N=C(S4)CC
decoy,C36309844,CC(C)CC[NH+](C[C@@H](COCC=C)O)CC(=O)N1CCc2c(ccs2)[C@@H]1COc3ccc(cc3)F
decoy,C44442012,Cn1c(c2ccccc2n1)C(=O)NCC3CCC(CC3)c4[nH]c5ccccc5n4
decoy,C01875405,c1ccc2c(c1)c(c[nH]2)CCN3CC(=O)N4[C@H](C3=O)Cc5c6ccccc6[nH]c5[C@H]4c7cccc(c7)[N+](=O)[O-]
decoy,C63537911,c1cc(ccc1[C@H]2C[C@@H](N3[C@@H](N2)C[C@@H](N3)C(=O)NC[C@@H]4C=c5cc(ccc5=[NH+]4)Cl)C(F)(F)F)Cl
decoy,C40814960,Cc1c\2c(oc1C(=O)NC3CCCC3)CCC/C2=N\NS(=O)(=O)c4ccccc4
decoy,C39393547,c1ccc(c(c1)c2nc(on2)c3ccc(nc3)N4CCCC[C@H]4CC(=O)N)F
decoy,C57933926,CC(C)[C@@H]1C(=O)N(c2cc(c(cc2N1)Cl)Cl)CCCO
decoy,C58491756,Cc1ccc(cc1)n2c(nnn2)SCCC(=O)N[C@@H](c3ccccc3)c4cccs4
decoy,C13064705,CC[C@@H](c1nnnn1Cc2ccco2)[NH+](Cc3ccccc3)Cc4cc5cc(c(cc5[nH]c4=O)C)C
decoy,C29165464,CC[NH+](CC)[C@H](CNC(=O)CN1C(=O)[C@@](NC1=O)(C)c2ccc(cc2)OC)c3ccccc3
decoy,C02107585,c1ccc2c(c1)cccc2n3c(=O)c(c([nH]c3=S)O)[C@@H]4c5c(c6ccccc6[nH]5)CC[NH2+]4
decoy,C02329054,c1ccc(cc1)[C@H]2CC(=Nc3n2nc(n3)NC(=O)c4ccccc4)c5ccccc5
decoy,C64980973,CCOC(=O)c1c2c(sc1NC(=O)C[C@@H]3C(=O)N4CCCN=C4S3)C[C@@H](CC2)C(C)(C)C
decoy,C38701975,CCCOc1ccc(cc1OCC)[C@H]2c3c(n[nH]c3C(=O)N2[C@@H]4CCS(=O)(=O)C4)c5cc(ccc5O)C
decoy,C08880283,Cc1ccc(cc1)[C@@H](C[NH+]2CCOCC2)NC(=O)Cn3cnc4c(c3=O)cc(s4)c5ccccc5
decoy,C43735689,C[C@@]12CC[C@@H](C([C@@H]1CC[C@]3([C@H]2C=CC4=C5C[C@](CC(=O)[C@]5(CC[C@@]43C)C)(C)C(=O)OCC[NH3+])C)(C)C)O
decoy,C09377657,C[C@@H](c1nnc(n1c2ccc(cc2)F)S[C@@H](c3ccccc3)C(=O)c4c[nH]c5c4cccc5)[NH+](C)C
decoy,C34683905,c1ccc(c(c1)C[NH+]2CCC(CC2)N(c3ccc(cc3)F)S(=O)(=O)c4ccc(cc4)Cl)O
decoy,C37691160,c1cc2c(cc1N[C@H]3CCCC[C@H]3O)OC(O2)(F)F
decoy,C64392566,CCCCCn1c(=O)c2ccc(cc2[nH]c1=O)[C@@H]3N[C@@H](NO3)c4ccc(c(c4)C)C
decoy,C35231503,CCCCN(CC(=O)N1c2ccccc2-n3cccc3[C@H]1c4ccco4)C(=O)NC(C)(C)C
decoy,C45991701,CCc1ccccc1NC(=O)[C@H](C)Oc2cc(c3c(nn(c3n2)c4ccccc4)C)C
decoy,C15188288,CC(=O)[C@]12[C@H]([NH2+]1)C[C@H]3[C@@]2(CC[C@@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O)C)C
decoy,C12155164,Cc1cc(nc(n1)S[C@H]2C[C@H]([NH+](C2)CC3=CC[C@H](CC3)C(=C)C)C(=O)NC(C)C)C
decoy,C64713895,CCc1ccc(cc1)C2=C[C@@H]3C(=O)N=N[C@H](N3N2)SCc4cccc(c4)Br
decoy,C12006923,CCc1cc(=O)[nH]c(n1)n2c(cc(n2)c3ccco3)NC(=O)c4ccc(cc4)S(=O)(=O)N5CCCCC5
decoy,C36589129,CC(=CC(=O)N([C@H](c1c(cc(cc1O)O)O)C(=O)NC2CCCCC2)C(C)(C)C)C
decoy,C36332424,CCc1ccc(cc1)[C@H](CNC(=O)c2cccc(c2)S(=O)(=O)N3C[C@H](O[C@@H](C3)C)C)[NH+](C)C
decoy,C27240260,Cc1ccc(cc1)[C@](CC=C)([C@H](CN2CCOCC2)c3ccc(cc3)Cl)O
decoy,C42015413,Cc1ccc(cc1N)c2nnnn2c3c(cccc3F)F
decoy,C01405497,Cc1ccc(cc1)[C@@H](C(=O)Nc2ccc3c(c2)OCO3)N(Cc4cccnc4)C(=O)CSc5nc(cc(n5)C)C
decoy,C12636169,CCOC(=O)c1c(nc(s1)NC(=O)CSc2c3c4c(sc3nc(n2)C5CC5)CCCC4)C
decoy,C08677256,c1cc2c(cc1Br)c3cc(ccc3n2C[C@@H](C[NH2+]C[C@H]4CCCO4)O)Br
decoy,C22058511,C[C@]1(C(=O)N(C(=O)N1)CC(=O)Nc2cc3c(cc2Cl)OCCO3)c4ccc(cc4)Cl
decoy,C39675477,CCOc1cccc(c1)C(=O)N2C[C@H](C3(C2)CC[NH2+]CC3)C(=O)N[C@H](C)CCc4ccc(cc4)OC
decoy,C63362118,C[C@@H](CCc1ccccc1)NC(=O)c2ccccc2N3C(=O)[C@@]4([C@H]5C(=c6ccccc6=[NH+]5)CCN4C3=O)C
decoy,C42953148,CC[C@H]([C@@H](c1ccc(cc1)Br)[NH+](C)Cc2ccco2)[NH3+]
decoy,C22284915,CC[NH+](CC)CCn\1c2ccccc2[nH]/c1=N\C(=O)CN3C(=O)[C@]4(CCCC[C@H]4C)NC3=O
decoy,C19313476,CCCCc1ccc(cc1)n2c(nnn2)SCC(=O)NN3C(=O)[C@@](NC3=O)(CC)c4ccccc4
decoy,C19352133,CC(C)[C@@H](c1ccc2c(c1)OCCCO2)NC(=O)CSc3nnc(s3)SCC(=O)N
decoy,C36595727,Cc1ccc(cc1)S(=O)(=O)CNC(=O)[C@@H](c2ccc(cc2)O)N(Cc3ccc(o3)C)C(=O)c4ccco4
decoy,C19566306,Cc1c2ccccc2oc1C(=O)N[C@@H](C)CNc3[nH]c(=O)c4c(n3)CCCC4
decoy,C59256179,CC(=C)CN1c2ccccc2[C@]3(C1=O)[C@H]4[C@@H]([C@@H](N3)Cc5ccccc5)C(=O)N(C4=O)c6nccs6
decoy,C02676990,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)c2csc([n+]2c3ccc(cc3)Cl)Nc4ccc(cc4)Cl
decoy,C09171662,c1cc2c(cc1NC(=O)C34CC5CC(C3)CC(C5)C4)C(=O)NCCO2
decoy,C20337707,c1ccnc(c1)/C=C/2\C(=O)N(c3ccc(cc3O2)N)C[C@H](CO)O
decoy,C33706400,C[C@H](CCCC(C)C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)OC(=O)C)C)[NH2+]C5CCCCC5)C
decoy,C64502785,Cc1ccc2=[NH+][C@@H]([NH+]=c2c1)CNC(=O)c3ccc(cc3)N4[C@@H]([C@@H]([C@@H](N4)C)c5ccccc5)NC(=O)C
decoy,C00438312,Cc1ccc(cc1)S(=O)(=O)N/N=C/c2ccc(o2)C
decoy,C20413336,Cc1c2c(ccc3c2[C@H](CC4(O3)CCCCC4)O)oc1C(=O)N[C@@H](C)CCc5ccccc5
decoy,C50001328,c1ccc(c(c1)CNC(=O)c2ccc(c(c2)[N+](=O)[O-])N3CCCC3)N4CCCC4
decoy,C37037275,c1cc(c(cc1Cl)N)SCc2cc3c(c(c2)Cl)OCO3
decoy,C11204681,Cc1cc(no1)NC(=O)C2=C(N(C(=S)N[C@H]2c3ccc(c(c3)[N+](=O)[O-])Br)C)C
decoy,C13064855,CC[C@@H](c1nnnn1C[C@@H]2CCCO2)[NH+](Cc3ccc(cc3)F)Cc4cc5c(cc(cc5[nH]c4=O)C)C
decoy,C04576695,c1ccc(cc1)N(C[C@H](C[NH+]2CCCCC2)O)S(=O)(=O)c3ccc4ccccc4c3
decoy,C09670210,Cc1c2cc(ccc2oc1C(=O)OCC(=O)Nc3c(c4c(s3)C[C@@H](CC4)C)C(=O)N)OC
decoy,C09427688,Cc1cccn2c1nc(c(c2=O)/C=C/3\C(=O)N(C(=S)S3)[C@H](C)c4ccccc4)N5C[C@H](C[C@@H](C5)C)C
decoy,C12486382,c1ccc(cc1)[C@H](C(=O)NC[C@@H]2CCCO2)N(c3ccccc3Cl)C(=O)CNC(=O)c4ccco4
decoy,C51121299,c1cc(nnc1C(=O)Nc2nc3c(s2)CCC3)NN
decoy,C40046569,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)[C@@H]2C(=C(C(=O)N2CCCO)[O-])C(=O)c3ccco3
decoy,C06601583,CCOc1ccc(cc1)[C@H](C(=O)NC2CCCCC2)N(C(=O)Cn3nc(nn3)c4ccc(cc4)C)C(C)(C)C
decoy,C19450342,CC(C)Nc1ncc(c(n1)C2CC[NH+](CC2)Cc3ccccc3OCC#C)c4cccnc4
decoy,C36510984,CCCCCCN([C@@H]([C@@H](C)c1ccccc1)C(=O)NC(C)(C)CC(C)(C)C)C(=O)[C@@H](CC)c2ccccc2
decoy,C10555283,C[C@@H]1CCCC[C@]12C(=O)N(C(=O)N2)CC(=O)Nc3nc(cs3)c4ccc(cc4)SC
decoy,C17307577,CCOc1ccc(cc1)[C@@H]2c3c(=O)[nH]c(nc3NC4=C2C(=O)CC(C4)(C)C)SCc5ccccc5F
decoy,C40020089,c1ccc(cc1)n2c(cc(n2)C3CCCC3)NC(=O)CN4C(=O)C5(CCCC5)NC4=O
decoy,C15329664,Cc1cc(c(c(c1)C)NC(=O)CNS(=O)(=O)c2cc(cc(c2C)C)[N+](=O)[O-])C
decoy,C22800232,C[C@]1(C(=O)N(C(=O)N1)NC(=O)CN2CC[NH+](CC2)Cc3ccc4c(c3)OCO4)CCc5ccccc5
decoy,C36810319,C1CC[C@@H]2CN(CC[C@H]2C1)C(=O)NC(=O)CCC(=O)[O-]
decoy,C56709336,Cc1cc(c(c(c1)C)CCNC(=O)Nc2ccc(cc2C)OCC(=O)N)C
decoy,C40149853,c1cc(ncc1Cl)NC(=O)[C@@H]2CCCN(C2)S(=O)(=O)c3ccc(s3)Cl
decoy,C01443427,Cc1ccccc1C(=O)NNC(=O)CSC2=N[C@@H](c3ccccc3C2)c4ccc(cc4)Cl
decoy,C00334700,c1ccc(c(c1)C(=O)Nc2c(c3c(s2)CCCC3)C#N)[N+](=O)[O-]
decoy,C63588654,Cc1cccc(c1)C(=O)/N=C(/NCCC2=c3ccccc3=[NH+]C2)\Nc4ccccc4C
decoy,C35957632,CC[C@@H](c1ccccc1)C(=O)N[C@H]2CCN(C2)c3[nH+]c4ccccc4n3C5CCCC5
decoy,C59368086,CCCc1c(c([nH]c1C(=O)N(C)CC(=O)N2c3ccccc3NC(=O)C[C@@H]2C)C)C(=O)OC
decoy,C12863037,Cc1ccc2c(c1)c(c[nH]2)CCN3C[C@H](CC3=O)C(=O)Nc4nnc(s4)Cc5ccc(cc5)OC
decoy,C09124621,Cc1cc(c(c(c1)C2=NN=C3[C@H]2[C@H](N(C3=O)CCCOC)c4cc(c(c(c4)Br)O)OC)O)C
decoy,C20876879,Cn1c(nnn1)SCC[NH2+]Cc2cc(c(c(c2)Br)OCc3ccc4c(c3)OCCO4)OC
decoy,C26106739,C[C@@H]1C[C@H](CN(C1)c2ccc(cc2[N+](=O)[O-])C(=O)N(Cc3ccc(cc3)C(=O)NC4CC4)C5CC5)C
decoy,C22089989,CCC[C@H](CNC(=O)C[NH+]1CCN(CC1)CC(=O)N2CCOCC2)c3ccc(cc3Cl)Cl
decoy,C32945166,Cc1ccccc1[C@H](C)NC(=O)CSc2nnc(n2N)c3ccccc3
decoy,C66262570,c1c2c(cc(c1SCc3nc(nc(n3)N)N)Cl)OCCO2
decoy,C35694430,CCOC(=O)C1=C(N=C2N([C@H]1c3cc(ccc3OC)OC)C(=CS2)/C=C(/NCC[NH+](C)C)\[O-])C
decoy,C38673069,C[NH+]1CCN(CC1)[C@H](CNC(=O)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3ccc4c(c3)CCCN4C
decoy,C13065237,CC[C@@H](c1nnnn1Cc2ccccc2)[NH+](CCc3ccccc3)Cc4cc5c(ccc(c5[nH]c4=O)C)C
decoy,C24829761,CC(C)[C@H](c1ccc2c(c1)OCCCO2)NC(=O)C[NH+]3CCC(CC3)NC(=O)c4ccccc4
decoy,C14775297,CCOc1ccc(cc1C(=O)NC(=S)N2CCNC(=O)[C@@H]2CC(=O)OCCC(C)C)Br
decoy,C02139532,COc1ccc(cc1OC)C2=C([C@H](c3ccccc3O2)c4ccccc4)/C=[NH+]/CCc5c[nH]c6c5cccc6
decoy,C09727175,c1ccc2c(c1)c(c[nH]2)c3csc(n3)NC(=O)CCn4cnc5c(c4=O)c6c(s5)CCCC6
decoy,C38654597,c1ccc(cc1)/C=C/C(=O)Oc2ccc3c(c2)OC(=C([C@H]3c4ccc(cc4)[N+](=O)[O-])C#N)N
decoy,C04821978,c1ccc2c(c1)N/C(=C\C(=O)c3ccc(cc3)C4CCCCC4)/C(=O)N2
decoy,C36492787,CC(C)(C)CC(C)(C)NC(=O)[C@H](c1ccc(c(c1)OC)O)N(C2CCCCC2)C(=O)c3ccc(cc3)[N+](=O)[O-]
decoy,C10751896,C[NH+]1CCc2c(sc(c2C(=O)N)NC(=O)[C@@H]3CCCN(C3)S(=O)(=O)c4ccc(s4)Cl)C1
decoy,C67471033,CC(C)(c1ccc(cc1)Cl)NC(=O)N2CCN(CC2)C(=O)c3ccsc3
decoy,C38665869,CN(C)c1ccc(cc1)[C@H](CNC(=O)CCS(=O)(=O)c2ccccc2)N3CCN(CC3)c4ccccc4
decoy,C24967295,C[C@H](c1nc(nc(n1)Nc2ccccc2)N)Sc3nnc(s3)NC4CCCCC4
decoy,C11904190,Cc1ccc(cc1)[C@H](CNS(=O)(=O)c2cc(ccc2OC)N3C(=O)CCS3(=O)=O)[NH+](C)C
decoy,C34928933,C1CC1[C@H]2C[C@H](n3c(c(c(n3)C(=O)[O-])Cl)N2)C(F)(F)F
decoy,C63384450,c1ccc2=[NH+]CC(=c2c1)C[C@@H]3[C@H]4[C@H](C(=O)N(C4=O)C[C@@H]5CCCO5)[C@]6(N3)c7ccccc7NC6=O
decoy,C39352894,Cc1ccc(c(c1)N2[C@@H](N=N[C@@H]2S[C@@H]3C(=c4cc(ccc4=[NH+]C3=O)Cl)c5ccccc5)C6CC6)C
decoy,C27662939,Cc1ccc2c(c1)sc(c2Cl)C(=O)Nc3c4c(no3)CCCC4
decoy,C39037776,c1ccc2c(c1)c(c[nH]2)C[C@H](C(=O)NCCCO)N3[C@@H](Nc4ccccc4C3=O)O
decoy,C09315445,CC1CC[NH+](CC1)Cc2nc3c(c(cs3)c4cccs4)c(=O)n2CC(=O)NCc5ccco5
decoy,C54558565,Cc1nc(n(n1)[C@@H]2C[C@H](CC[C@@H]2O)C(C)C)C
decoy,C04108834,CC(C)(C)c1ccc(cc1)[C@H]2[C@H]3C(=Nc4ccccc4N2)C[C@@H](CC3=O)c5ccc(cc5)OC
decoy,C42086513,CCC[C@H](C)NC(=O)[C@H](C)Sc1nc2nc(cc(n2n1)C)C
decoy,C01375159,CC[C@H](c1nnnn1Cc2ccco2)N(Cc3ccc4c(c3)OCO4)Cc5cc6cc(c(cc6[nH]c5=O)C)C
decoy,C39638884,C[C@H](C(=O)N1C[C@H](C2(C1)CC[NH2+]CC2)C(=O)NCCc3ccccc3F)Oc4ccccc4
decoy,C09453418,Cc1cccn2c1[nH+]c3c(c2=O)C[C@@]4([C@H]5N3CCc6c5cccc6)C(=O)NC(=O)N(C4=O)CC(C)C
decoy,C38672582,C[NH+]1CCN(CC1)[C@H](CNC(=O)c2ccc(cc2)S(=O)(=O)N3CCCCC3)c4ccc5c(c4)CCN5C
decoy,C14258314,Cc1cc(c(cc1NC(=O)C(Cl)(Cl)Cl)Cl)[N+](=O)[O-]
decoy,C65116179,CCc1c(c(on1)NC(=O)C)c2ccc(c(c2)S(=O)(=O)Nc3c(cc(cc3C)C)C)OC
decoy,C14475466,c1ccc(cc1)OCCOc2cccc3c2N[C@H]([C@@H]4[C@@H]3C=CC4)c5ccc6ccccc6c5
decoy,C06134064,CCOc1ccc2c(c1)cc(c(=O)[nH]2)[C@H](c3nnnn3C4CCCC4)[NH+]5CCN(CC5)c6ccc(cc6)O
decoy,C64411232,CCOC(=O)Cc1csc(n1)NC(=O)c2csc(n2)[C@@H]3C=c4ccccc4=[NH+]3
decoy,C34829836,Cc1ccccc1[C@@H]2c3ccsc3CC[NH+]2CC(=O)N4CCN([C@@H](C4)C)C(=O)c5cc(cc(c5)OC)OC
decoy,C39675323,C[C@H](CCc1ccc(cc1)OC)NC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4cccc(c4Cl)Cl
decoy,C66908541,C[C@H](CCc1ccc(cc1)O)NC(=O)NC[C@@]2(CCCc3c2cccc3)O
decoy,C26891775,Cn1c(nc2ccccc2c1=O)CSc3[nH]c4cc(ccc4n3)Cl
decoy,C02301926,CC(=O)N1[C@@H](C=C(N1)c2c(c3cc(ccc3[nH]c2=O)Br)c4ccccc4)c5cccc(c5)[N+](=O)[O-]
decoy,C36027300,CC[C@@H](C)N1C(=O)[C@H]([NH2+]C12CCN(CC2)S(=O)(=O)c3ccc(cc3)OC)Cc4ccccc4
decoy,C47133552,CCc1ccc(c(c1)c2c(non2)NC(=O)[C@@H](C)Oc3ccc(cc3)F)CC
decoy,C00171591,CN(c1ccc(cc1F)F)C(=O)c2cc3cccc(c3[nH]2)[N+](=O)[O-]
decoy,C39689085,CCCCC(=O)N1C[C@H](C2(C1)CC[NH2+]CC2)C(=O)NCC3CC[NH+](CC3)C4CCCC4
decoy,C57415226,CCc1ccc(cc1)[C@H]2C(=C(NC(=O)N2)CN3CCN(CC3)c4ccccc4OC)C(=O)OC
decoy,C47371784,c1ccc(cc1)c2nc([nH]n2)c3ccccc3NC(=O)c4cccs4
decoy,C39487338,CCC[C@]1(CN(C(=O)N1CC2(CC[NH+](CC2)Cc3ccccc3)C4CCCCC4)SC)C
decoy,C35882664,CC[C@H]1C(=O)N(Cc2cc(ccc2O1)NC(=O)c3ccccc3)[C@H]4CCCc5c4cccc5
decoy,C49271047,C[C@@H]1C[C@@H]1CNC(=O)/C(=N/c2nnc(s2)C(C)(C)C)/[O-]
decoy,C22984140,Cc1ccc(cc1)c2csc3c2c(=O)n(cn3)CC(=O)NC(=O)Nc4ccc(cc4C)C
decoy,C06408763,Cc1ccc2c(c1)cc(c(=O)[nH]2)[C@@H](c3nnnn3C[C@@H]4CCCO4)[NH+](Cc5ccco5)C[C@@H]6CCCO6
decoy,C38597749,c1ccc(c(c1)C(=O)NC[C@@H](c2ccco2)[NH+]3CCN(CC3)c4ccc(cc4)F)I
decoy,C61857388,Cc1c(cccc1N)c2nc(no2)Cc3cccs3
decoy,C46833892,Cc1ccc(c(c1)NC(=O)[C@@H](C)Nc2ccc3c(c2)nc(o3)C4CC4)C
decoy,C06321212,Cc1cc2cc(c(=O)[nH]c2cc1C)[C@H](c3nnnn3C4CCCC4)[NH+](CCc5ccccc5)Cc6ccccc6
decoy,C08298407,c1csc(n1)NC(=O)[C@H]2C[NH+]3CC[C@H]2C[C@@H]3Cn4cc(nn4)CC5CCCCC5
decoy,C35545030,C[C@H](c1ccccc1)NC(=O)[C@@H]2Cc3cc(ccc3N4[C@@H]2CN(CC4)c5cccc[nH+]5)C(F)(F)F
decoy,C14961604,c1ccc(cc1)C[C@@H](COc2cc(cnc2)c3ccc4c(c3)/C(=C\c5ccco5)/C(=O)N4)[NH3+]
decoy,C36203681,CC(C)[NH+](Cc1ccc(o1)C(c2ccc(cc2)OC)(c3ccc(cc3)OC)O)Cc4cc(cc(c4)OC)OC
decoy,C62960543,CCC1(CCN(CC1)C(=O)[C@H](C)/C(=N/O)/N)C
decoy,C04947185,CCCCCc1ccc(cc1)/C(=N/Nc2cc(ncn2)n3cc(cn3)C)/C
decoy,C03050968,Cc1cc2c(cc1C)n(c(n2)c3ccc(=O)[nH]c3)Cc4ccc(cc4)Cl
decoy,C20727734,CC(C)(C)c1ccc2c(c1)N(C(=O)/C(=C\c3ccc(cc3)Cl)/O2)CC(=O)NCC(OC)OC
decoy,C35747458,COCCC[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3ccc(cc3)OC)C[C@H](COc4ccccc4)O
decoy,C00214081,Cc1c(c(n(n1)C)c2nnc(s2)NCC(C)C)Cl
decoy,C25446959,CCCC[C@]1(C(=O)N(C(=O)N1)CC(=O)Nc2c(c3c(s2)C[C@@H](CC3)C)C(=O)OC)c4ccccc4
decoy,C10561798,C[C@@H]1Cc2ccccc2N1C(=O)COC(=O)c3c(ccs3)S(=O)(=O)NC4CC4
decoy,C13477009,c1ccc(cc1)N2C(=O)/C(=C\c3ccc(o3)c4ccc(cc4)C(=O)[O-])/SC2=O
decoy,C36346293,Cc1c(c(n(n1)c2ccccc2)Oc3cccc(c3)F)C[NH+](C[C@@H](Cc4ccccc4)O)C(C)C
decoy,C64871202,c1cc(cc(c1)C(F)(F)F)[C@@H]2N[C@@H](ON2)c3ccc4c(c3)[nH]c(=O)n(c4=O)Cc5ccc(cc5)Cl
decoy,C38597536,c1ccc(c(c1)CC(=O)NC[C@@H](c2ccco2)[NH+]3CCN(CC3)c4ccc(cc4)F)Cl
decoy,C09233969,c1ccc(cc1)C(=O)[C@H]2[C@@H]([C@@H]3CSC[NH+]3[C@]24c5cc(ccc5NC4=O)F)c6cccc(c6)[N+](=O)[O-]
decoy,C19219612,Cc1ccc2c(c1)[nH]c(c2[C@@H](C[NH+]3CCC4(CC3)C[C@@H](c5cc(ccc5O4)Cl)O)O)C
decoy,C12891133,CCSc1nc(c(s1)NC(=O)c2cccc(c2C)[N+](=O)[O-])c3ccccc3
decoy,C16431192,c1cc2c(cc1Cl)oc(=O)n2CCC(=O)NC34CC5CC(C3)CC(C5)C4
decoy,C04553465,CCC(C)(C)[C@H]1CCc2c(sc3c2C(=N[C@H](N3)c4ccc(o4)C)O)C1
decoy,C33352297,CCNc1c(c(=O)n2cccc(c2n1)C)/C=C/3\C(=O)N(C(=S)S3)Cc4ccc5c(c4)OCO5
decoy,C41006249,CCc1ccc(cc1)[C@@H]2[C@H](C(=O)C[C@@]([C@@H]2C(=O)Nc3ccccc3OC)(C)O)C(=O)Nc4ccccc4OC
decoy,C12643139,C=CCn1c(=O)c2c(ccs2)nc1SCC(=O)NCC(=O)Nc3ccccc3Br
decoy,C40813641,CCCOC(=O)c1c(c\2c(o1)CCC/C2=N\NC(=O)c3cccc4c3cccc4)C
decoy,C36876098,CC[C@@]1(C(=O)N(C(=O)N1)CC(=O)Nc2cc(c(cc2Cl)Cl)Cl)c3ccc(cc3)Cl
decoy,C56157787,C[C@@H](C(=O)Nc1ccc(cc1)OC(F)F)Nc2cccc(c2)N3CCNC3=O
decoy,C39082208,C1CN2C(=C(SC2=N1)C#N)N
decoy,C44042933,Cc1ncc(o1)c2ccc(cc2)NC(=O)N(Cc3ccc(o3)[C@H]4C[C@H]4C)C5CC5
decoy,C12634786,CC(C)COC(=O)Nc1nc(cs1)CC(=O)N2CCN(CC2)c3ccc(cc3)Cl
decoy,C34774715,c1ccc(cc1)c2csc3c2c(nc(n3)SCC(=O)N)N4CC[NH+](CC4)CC(=O)N5CCCCC5
decoy,C49124288,CCC1CCC(CC1)NC(=O)N(CC(=O)[O-])C2CCCC2
decoy,C06076935,CC(C)CCNC(=O)[C@@H](c1ccncc1)N(c2ccccc2)C(=O)c3c(c(ns3)C(=O)N)N
decoy,C33059085,CCN(CC[NH+](C)C)C(=O)[C@@H]1CCCN(C1)S(=O)(=O)c2c(noc2/C=C/c3ccc(cc3)C)C
decoy,C12494291,c1cc(oc1)c2c(nnc(n2)SCC(=O)NNC(=O)c3ccc(cc3)Cl)c4ccco4
decoy,C49435742,CC(C)(C)[C@@H]1CCc2c(cc(s2)C(=O)[C@@H](C#N)c3nc(nc(n3)N)N)C1
decoy,C42667492,Cc1cc(ccc1NC(=O)[C@H](C)Nc2ccc(cc2)NC(=O)NC3CC3)Cl
decoy,C50362251,C[C@H](c1cccs1)[NH+](C)[C@@H](C[NH3+])c2cc(c(o2)Br)Br
