name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id
,,CC(=O)NCCC(=O)NCCC(=O)NCc1cnco1,,,,,,ZINCk500000JTeAp
,,COCc1nc(CN(Cc2cnn(C)c2)CC(C)(C)C(F)F)cs1,,,,,,ZINCoD00000tietF
,,CCOC1(CNC(=NC)NC[C@](C)(CO)c2ccccc2)CCC1,,,,,,ZINCoq000005CONP
,,CNS(=O)(=O)CC(=O)N[C@H]1[C@@H]2C[C@H]1N(C(=O)c1ccc(CO)s1)C2,,,,,,ZINCo50000168Fty
,,C=CCOCC(=O)NC[C@@H](C)NC(=O)[C@]12CC[C@@H](OC)[C@@H]1C2,,,,,,ZINCmc00000Sz7Lb
,,CCN(CCCNC(=O)[C@@H]1C[C@H]1[N+](=O)[O-])C(=O)C12CCN(CC1)CC2,,,,,,ZINCpa00000VWdXA
,,CCSCCCN(Cc1ncco1)C(=O)CCCCC(=O)OC,,,,,,ZINCny00000EXkHl
,,CC1(C)[C@H](NC(=O)[C@@H]2CCC(=O)O2)[C@@H]1C(=O)NC[C@H]1C[C@H](C#N)C1,,,,,,ZINCoa000011Nvaq
,,CCN(CCCNC(=O)[C@@H]1CC(=O)N(O)C1)C(=O)COCC(=O)OC,,,,,,ZINCp400000VWdY7
,,CSCCCNC(=O)[C@@H](c1cc(C)co1)N1CC[C@H](CCCO)C1,,,,,,ZINCov00000phfkc
,,COCc1nc(CN(Cc2cnn(C)c2Br)C[C@@H]2CCCO2)cs1,,,,,,ZINCoz00000tietE
,,CC1=C[C@H](NC(=O)[C@H]2CC[C@H]2NC(=O)[C@@]23C[C@@H]2CNC3=O)CCC1,,,,,,ZINCoc000011Nvae
,,CCc1ccc([C@H](CC(C)C)N2CCC[C@@H](c3nnc(O)o3)C2)cc1,,,,,,ZINCpI000001BF1R
,,CC1(C[C@@H](NC(=O)[C@H]2CC[C@@H](C(=O)N3CCCC3)O2)C(=O)O)CC1,,,,,,ZINCof000011Nvak
,,CCC[C@H](NC(=O)C[C@@H]1CCCN1C(=O)Cc1cnnn1C)C1CC1,,,,,,ZINCpk00000SHG6f
,,COc1cccc(C(=O)O)c1SCC(=O)Nc1cccc(C(N)=O)c1,,,,,,ZINCps00000Cdd9F
,,CSc1nc(=NC(=O)NC[C@H]2CCO[C@@H]2C(F)(F)F)s[nH]1,,,,,,ZINClt00000ff5Dv
,,CSCCCNC(=O)[C@H](c1cc(C)co1)N(C)[C@H]1C[C@H](O)C1(C)C,,,,,,ZINCov00000phfkg
,,CC[C@@H](CNC(=O)[C@H]1C[C@@H]1c1ccncc1)NC(=O)C(C)(C)C(C)C,,,,,,ZINCpy00000elEIA
,,C[C@H]1C=C(C(=O)N2CCC[C@H]2C(C)(C)NC(=O)c2cc(Cl)cs2)C1,,,,,,ZINCoI00000gtF8k
,,COCc1nc(CN(Cc2cnco2)C[C@]2(O)CC[C@H](C)C2)cs1,,,,,,ZINCoy00000tietu
,,C#CC[C@H](NC(=O)C[C@H]1CCCN1C(=O)C1CC=CC1)C(=O)OCC,,,,,,ZINCpk00000SHG65
,,CSc1nc(NC(=O)NC[C@@H]2CCOC[C@@H]2C)ncc1Br,,,,,,ZINClx00000ff5Du
,,CCN(CCCNC(=O)[C@@H]1OC2CCC1CC2)C(=O)Cn1cncn1,,,,,,ZINCpb00000VWdYx
,,O=C(Nc1cnns1)N(C[C@H]1CCCSC1)C[C@H]1CCC1(F)F,,,,,,ZINCnF00000CTFHK
,,CSc1nc(NC(=O)NC[C@](C)(F)C(F)(F)F)ncc1Br,,,,,,ZINClD00000ff5Ds
,,CC[C@@H](CNC(=O)[C@H]1C(C)(C)C1(F)F)NC(=O)c1cc(Cl)ccc1N,,,,,,ZINCpy00000elEbF
,,CSCCCNC(=O)[C@@H](c1ccc(C)nn1)N1CCC(SC)CC1,,,,,,ZINCov00000phfk3
,,Cc1nc2c(F)cccc2cc1NC(=O)N(C)CCCl,,,,,,ZINCkD00000fENRB
,,CC[C@@H](CNC(=O)c1c(Br)ccnc1OC)NC(=O)C[C@@H]1C=CCC1,,,,,,ZINCpy00000elFaA
,,COCc1nc(CN(Cc2cnco2)C[C@H](O)CCC2CC2)cs1,,,,,,ZINCoy00000tiety
,,Cc1cc(COC(=O)c2ccc([C@H](C)F)cc2)no1,,,,,,ZINCjD000003T2JH
,,CC(=O)N[C@@](C)(C(=O)NCC(=O)c1ncnn1C)C(C)C,,,,,,ZINCl500000JTeAs
,,CSc1nc(NC(=O)N[C@@H]2CCC=CCCC2)ncc1Br,,,,,,ZINClJ00000ff5Dw
,,CC(=O)N(C)CC(=O)Nc1cnccc1-n1ccnc1,,,,,,ZINCkc00000JTeA8
,,CCOC1(CNC(=NC)NC[C@]2(OC)CCCOC2)CCCCC1,,,,,,ZINCoq000005CONU
,,CCOC1(CNC(=NC)NCCc2ccc3c(c2)OCO3)CCC1,,,,,,ZINCoq000005COMQ
,,CC(=O)NCCC(=O)NCC(=O)OCCn1cc(Br)cn1,,,,,,ZINCl500000JTeAA
,,O=C(Nc1cnns1)N(C[C@H]1CCCSC1)C[C@H]1CCCCO1,,,,,,ZINCnA00000CTFHL
,,Cc1nc2c(F)cc(-c3ncc(CO)cc3Cl)cc2o1,,,,,,ZINCkE00000fENRy
,,CCN(CCCNC(=O)[C@H]1C[C@@H](OC)C1)C(=O)Cn1c(C)csc1=O,,,,,,ZINCpf00000VWdXP
,,CSc1nc(NC(=O)NC[C@H]2CCC(C)(C)O2)ncc1Br,,,,,,ZINClA00000ff5Dt
,,CC(C)n1cc([C@@H](C)OC(=O)C[C@@]23CC[C@@](C)(C2)OC3)nn1,,,,,,ZINCmy00000bhTAn
,,COCc1nc(CN(Cc2cnco2)C[C@@H](OC)C2CCC2)cs1,,,,,,ZINCoA00000tietx
,,COCc1nc(CN(Cc2c[nH]nc2OC)CC2CCCC2)cs1,,,,,,ZINCoC00000tietD
,,CC(=O)NCCC(=O)NCC(=O)N(C)c1cccnc1Br,,,,,,ZINCla00000JTeAv
,,CSc1nc(NC(=O)NC(C)(C)CC(C)(C)O)ncc1Br,,,,,,ZINClA00000ff5Dr
,,CCc1ccc(N2CC[S@](=O)C3(CCC3)C2)nc1,,,,,,ZINCir00000ct0oe
,,O=C(N[C@H]1CCN(Cc2cccc(OC(F)F)c2)C1)c1ccno1,,,,,,ZINCos00000ibUwg
,,Cc1ccc(N(C)C(=O)N2CC[S@](=N)(=O)[C@H](C)C2)c(C)c1,,,,,,ZINClw00000cUYNb
,,C=C[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@H]1C[C@@H]1c1ccccc1OC,,,,,,ZINCpx00000ws1DI
,,CC[C@H](O)CC(=O)N1CCCC[C@H](NC(=O)[C@H](C)N2CCC2)C1,,,,,,ZINCnd000005Kdja
,,CO[C@@]1(c2cccc(C(=O)Nc3ccn4cnnc4c3)c2)CCOC1,,,,,,ZINCps00000CdcQB
,,CC#CC1CCN(C(=O)[C@H]2CCN(C(=O)[C@H](CC)C/C=C/C)C2)CC1,,,,,,ZINCpA00000xxpKD
,,COC1(c2ccc(Br)cc2)CN(S(=O)(=O)CCOC2CCOCC2)C1,,,,,,ZINCpr00000CdcQp
,,CC[C@H](NC(=O)NNC(=O)O[C@H](C)CC)c1ccc2c(c1)OCCO2,,,,,,ZINCpw00000ws1Dz
,,C=CCC1(C)CN(C(=O)[C@H]2CCN(C(=O)[C@@H](C)CC(F)F)C[C@H]2C)C1,,,,,,ZINCpB00000xxpKF
,,CSC[C@@H](C)C(=O)N1C[C@H](C)N(C(=O)C#CC(=O)N(C)C)[C@H](C)C1,,,,,,ZINCob00000HTZvr
,,C=Cc1ccc(N2[C@H]3CCC[C@H]2CN(C)C3)nc1,,,,,,ZINCit00000ct0oh
,,CCC[C@H](C)CN(CCC1(CO)CCC1)C(=O)c1nocc1C,,,,,,ZINCnE00000sTWNt
,,O=C(CCn1ccnc1)NCc1ccc(C(=O)NC[C@H](F)Cl)cn1,,,,,,ZINCoi00000sLFsL
,,O=C(N[C@H]1CCCC[C@H]1CO)[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H]1CC=CCC1,,,,,,ZINCpp00001BPx74
,,CO[C@@]1(c2cccc(C(=O)N3C[C@H]4C[C@H](C[C@@H]4CO)C3)c2)CCOC1,,,,,,ZINCpq00000CdcQz
,,O=C(CCn1ccnc1)NCC1(C(=O)NC[C@H]2CCCSC2)CC1,,,,,,ZINCok00000sLFsO
,,CN1CCN(CC(=O)NC2(C)CN(C(=O)[C@@H]3[C@H]4CCC[C@H]43)C2)CC1=O,,,,,,ZINCp5000002whzQ
,,O=C(N[C@H]1CCCC[C@H]1CO)[C@H]1[C@H]2CC[C@H](C2)N1C(=O)CSC1CC1,,,,,,ZINCpp00001BPx79
,,CC(C)[C@H](C)C(=O)NCC[C@@H](C)N(C)c1nc(Cl)ncc1F,,,,,,ZINCmy000003G6zs
,,CN1CCN(C(=O)c2ns[nH]c2=O)[C@H](CNC(=O)[C@H]2OCC2(C)C)C1,,,,,,ZINCp5000002wddL
,,CN1CCN(C)CC(C(=O)NC2(CNC(=O)C3(O)CCCC3)CC2)C1,,,,,,ZINCp5000002we5c
,,O=C(N[C@@H]1CCCC[C@@H]1CO)[C@@H]1CCC[C@H]1NC(=O)[C@]12CSC[C@H]1C2,,,,,,ZINCpm00001BPx6V
,,COCC[C@@H](OC)C(=O)NC[C@H](CO)NC(=O)CCCS(C)(=O)=O,,,,,,ZINCo400000EJT08
,,CN1CCN(C(=O)c2sccc2F)C[C@H]1CNC(=O)C1CS(=O)(=O)C1,,,,,,ZINCp5000002wdl8
,,O=C(N[C@H]1CCCC[C@H]1CNC(=O)C1(O)CC(CF)C1)[C@@H]1C=CCS1,,,,,,ZINCpl00001BPx6I
,,CN(C)CCCOC1CCN(C(=O)[C@]2(C)Cc3ccccc32)CC1,,,,,,ZINCou00000pfS89
,,COCC[C@@H](OC)C(=O)NC[C@H](CO)NC(=O)CO[C@@H]1CCOC1,,,,,,ZINCo400000EJT09
,,O=C(N[C@@H]1CCCC[C@@H]1CNC(=O)C1(Cl)CCC1)c1ccc(O)nc1,,,,,,ZINCpp00001BPx6H
,,O=C(N[C@@H]1CCN(Cc2ccc(Cl)nc2)C1)C(=O)c1ccccc1,,,,,,ZINCot00000ibUw2
,,CN1CCN(CC(=O)NCCOCCCNC(=O)c2ccco2)CC1,,,,,,ZINCp5000002wiBY
,,CC(C)[C@H](C)C(=O)NCC1CN(Cc2csc(C3CC3)n2)C1,,,,,,ZINCmy000003G6xg
,,CN1CCN(C(=O)c2coc(O)n2)[C@@H](CNC(=O)c2cnc(Cl)[nH]2)C1,,,,,,ZINCp5000002waDR
,,CN1CCN(CC(=O)NCCNc2ncnn3c(Br)ccc23)CC1=O,,,,,,ZINCp5000002wizL
,,CN1CCN(CC(=O)N(C)CCN=c2ccc(S(C)(=O)=O)c[nH]2)CC1,,,,,,ZINCp5000002wf5A
,,O=C(N[C@H]1CCN(Cc2cccc(O)c2O)C1)c1ccccc1F,,,,,,ZINCos00000ibUwc
,,CN1CCN(C(=O)c2nscc2N)C[C@H]1CNC(=O)[C@H](F)C(C)(C)O,,,,,,ZINCp5000002wdg3
,,CCC[C@H](C)CN(CCC1(COC)CC1)C(=O)[C@]1(Cl)CC1(F)F,,,,,,ZINCnK00000sTWNo
,,COCC[C@@H](OC)C(=O)NC[C@@H](F)CNC(=O)c1c(C)noc1N,,,,,,ZINCo500000EJT0f
,,O=C(N[C@H]1CCN(Cc2ccc(Cl)o2)C1)c1nn[nH]c1C(F)(F)F,,,,,,ZINCoq00000ibUw4
,,CC[C@H](O)CC(=O)N1C[C@@H](C)[C@@H](NC(=O)c2c(C)nsc2N)C1,,,,,,ZINCnd000005KdWi
,,CCCN(CCNC(=O)c1ccsc1Br)C(=O)C=Cc1cn[nH]c1,,,,,,ZINCoz000006W4Cl
,,CC(C)=CC(=O)N[C@H]1C[C@H](C)N(C(=O)c2ncccc2N)C1,,,,,,ZINCmj000004ZH4J
,,C#Cc1ccc(C(=O)NC[C@]2(O)C[C@@H]3CCC[C@@H]32)cn1,,,,,,ZINCkj00000JSiem
,,O=C(N[C@H]1CCCC[C@H]1CO)[C@@H]1C[C@@H](F)CN1C(=O)C1CCSCC1,,,,,,ZINCpn00001BPx76
,,CCc1cc(CN2CC[S@](=O)CC2(C)C)ccc1Cl,,,,,,ZINCjC00000ct0of
,,C[C@H](CC#N)C(=O)N(Cc1cccs1)Cc1cnc(Cl)n1C,,,,,,ZINCmC00000hkZl0
,,O=C(CCn1ccnc1)NC[C@H]1C[C@H]1CC(=O)N1CC2(CCC2)C1,,,,,,ZINCok00000sLFsU
,,COc1csc(CN2C[C@@H]3C[C@H]2CN3C(C)C)c1OC,,,,,,ZINCku00000amRbr
,,O=C(N[C@H]1C=CCC[C@H]1CO)[C@@H]1CCCCN1C(=O)C1CCSCC1,,,,,,ZINCpp00001BPx6X
,,O=C(N[C@@H]1CCN(Cc2ccc(Cl)cn2)C[C@H]1O)[C@H]1CC=CCC1,,,,,,ZINCor00000ibUw0
,,CCc1ccc(C(=O)NCCCc2nnc(O)o2)s1,,,,,,ZINCjj00000JSieE
,,CC#CC1CCN(C(=O)[C@H]2CCN(C(=O)[C@@H](C)C/C=C/CC)C2)CC1,,,,,,ZINCpA00000xxpKC
,,CC(C)=CC(=O)N[C@@H]1C=CCN(C(=O)[C@H]2CCCCN2C)C1,,,,,,ZINCmj000004ZGEn
,,CN1CCN(C(=O)c2cnc[nH]2)[C@H](CNC(=O)C2(N(C)C)CCC2)C1,,,,,,ZINCp5000002w8wf
,,CCCN(CCNC(=O)c1ccsc1COC)C(=O)C1=CCCC1,,,,,,ZINCoz000006W4DM
,,CSC[C@H](C)C(=O)N1C[C@H](CC(=O)NCC(=O)N(C)O)CC1(C)C,,,,,,ZINCof00000HTZvp
,,CN1CCN(C(=O)c2cnoc2)[C@@H](CNC(=O)[C@@H](F)n2cccn2)C1,,,,,,ZINCp5000002wa8q
,,COc1csc(CN2CCOC[C@@]23CCSC3)c1OC,,,,,,ZINCku00000amRbv
,,CCCN(CCNC(=O)c1ccsc1)C(=O)Cc1c(C)noc1Cl,,,,,,ZINCoz000006W4Ba
,,CO[C@@]1(c2cccc(C(=O)Nc3ncn(CC(F)F)n3)c2)CCOC1,,,,,,ZINCpq00000CdcQF
,,CC[C@@H](CN(C)C(=O)Cc1ccc2ncsc2c1)NC(=O)[C@@H](C)C#N,,,,,,ZINCpt00000gt5oO
,,O=C(N[C@@H]1CCCC[C@@H]1CO)[C@H]1CC12CC(NC(=O)[C@H]1CC1(F)F)C2,,,,,,ZINCpl00001BPx6T
,,CN1CCN(CC(=O)N2CC(CNC(=O)c3ccc(CO)o3)C2)CC1,,,,,,ZINCp5000002wfsO
,,CN1CCN(C)CC(C(=O)N[C@H]2CCC[C@H]2CNC(=O)C(C)(C)O)C1,,,,,,ZINCp5000002weIL
,,COCC[C@H](OC)C(=O)NC[C@H](NC(=O)c1cncn1C)C1CC1,,,,,,ZINCo600000EJT0i
,,O=C(N[C@@H]1CCN(Cc2ccc(Cl)s2)C[C@@H]1F)c1ccc[n+]([O-])c1,,,,,,ZINCot00000ibUw6
,,CN1CCN(C(=O)c2cnsc2)[C@H](CNC(=O)c2nc(=O)n(C)[nH]2)C1,,,,,,ZINCp5000002wah6
,,CCC=C1CCN(C(=O)[C@H]2CCN(C(=O)COCCC)C(C)(C)C2)C1,,,,,,ZINCpz00000xxpKQ
,,O=C(N[C@@H]1CCN(Cc2cccc(O)n2)C1)c1cc(Br)cnc1F,,,,,,ZINCoq00000ibUwh
,,CCCN(CCNC(=O)c1cncc(Cl)c1)C(=O)[C@@]1(C)CCCS1,,,,,,ZINCoz000006W4Nl
,,CCc1cc(CN2CCS[C@@H](C)[C@H]2C)cc(OC)c1,,,,,,ZINCjF00000ct0ob
,,CC(C)=CC(=O)N[C@H]1C[C@H](CNC(=O)CCc2cn[nH]c2)C1,,,,,,ZINCmj000004ZH4R
,,COCC[C@H](OC)C(=O)NC[C@H](F)C1CCN(C(=O)COC)CC1,,,,,,ZINCo900000EJT0a
,,CN1CCN(CC(=O)NC2(CNC(=O)c3nsnc3O)CCC2)CC1,,,,,,ZINCp5000002whKw
,,CC[C@H](O)CC(=O)NC1(CNC(=O)C[C@H](C)n2ccnc2)CC1,,,,,,ZINCnd000005Kecd
,,COC1(c2ccc(Br)cc2)CN(S(=O)(=O)C[C@H]2CC3(CC3)C(=O)O2)C1,,,,,,ZINCpq00000CdcQo
,,C=CCC1(C)CN(C(=O)[C@H]2CCN(C(=O)[C@H](F)C3CCC3)C23CC3)C1,,,,,,ZINCpz00000xxpKJ
,,CO[C@@]1(c2cccc(-c3cnc(-c4nncn4C)nc3)c2)CCOC1,,,,,,ZINCps00000CdcQx
,,CN1CCN(C)CC(C(=O)N2CC(F)(F)C[C@]2(C)CNC(=O)CO)C1,,,,,,ZINCp5000002wdAr
,,CC[C@H](NC(=O)NNC(=O)COc1ccccc1)c1ccc(C)cc1,,,,,,ZINCpy00000ws1Dv
,,CCCN(CCNC(=O)c1ccsc1Br)C(=O)[C@@H](C)n1cccn1,,,,,,ZINCoz000006W4Ct
,,COCC[C@@H](OC)C(=O)NC[C@H](F)CNC(=O)c1cnn(C)c1Cl,,,,,,ZINCo900000EJT0h
,,Cn1ncc2cc(CNC(=O)NC[C@@H](CO)CC3CC3)c(Cl)nc21,,,,,,ZINCoo00000si7ry
,,C[C@@H](CC(C)(C)C)[C@@H](F)C(=O)Nc1cccc(NC(=O)C=CCO)c1,,,,,,ZINCpF00000sYbkA
,,O=C(N[C@H]1CCN(Cc2ccc(Cl)c([N+](=O)[O-])c2)C1)c1cnsn1,,,,,,ZINCor00000ibUw1
,,CC(C)=CC(=O)N[C@@]1(CF)CCN(C(=O)[C@@H]2CCC(=O)C2)C1,,,,,,ZINCmj000004ZGPK
,,CN1CCN(C(=O)c2cnc[nH]2)[C@@H](CNC(=O)c2cccc[n+]2[O-])C1,,,,,,ZINCp5000002w8w0
,,CN1CCN(C(=O)c2cnsn2)[C@@H](CNC(=O)CC(=O)NC2CC2)C1,,,,,,ZINCp5000002wal9
,,Cn1nc(-c2ccco2)cc1NC(=O)C(=O)N1CC2(C1)C[C@@]2(F)Br,,,,,,ZINCop00000si7rC
,,Cn1ncc2cc(CO)c(N3CCC[C@@H](N4CCCC4)CC3)nc21,,,,,,ZINCop00000si7rE
,,CC[C@H](O)CC(=O)NCC1(NC(=O)c2cc(C#N)[nH]c2C)CC1,,,,,,ZINCnd000005KeiM
,,C[C@@H](CC(C)(C)C)[C@H](F)C(=O)N1CC(NC(=O)[C@H](C)CC(C)(C)C)C1,,,,,,ZINCpH00000sYbkv
,,CC(C)=CC(=O)N[C@@H]1COCCN(c2cc(C)nc(C)n2)C1,,,,,,ZINCmj000004ZGMp
,,COCC[C@@H](OC)C(=O)NC[C@H](F)CNC(=O)c1ccncc1O,,,,,,ZINCo600000EJT0d
,,O=C(N[C@H]1CCN(Cc2cccc([N+](=O)[O-])c2Cl)C1)c1ccno1,,,,,,ZINCos00000ibUw8
,,O=C(N[C@H]1CCCC[C@@H]1CN=c1[nH]ccnc1F)[C@@H]1[C@H]2CCOC[C@H]21,,,,,,ZINCpp00001BPx6C
,,CN1CCN(C(=O)c2cn[nH]c2)[C@@H](CNC(=O)c2cc(O)ncn2)C1,,,,,,ZINCp5000002w82E
,,C=C[C@@H](NC(=O)OC(C)(C)C)C(=O)N=c1ccn([C@@H]2CCCCO2)[nH]1,,,,,,ZINCpw00000ws1DH
,,Cn1ncc2cc(CO)c(NCc3ccc(P(C)(C)=O)nc3)nc21,,,,,,ZINCon00000si7rF
,,CC[C@@H](CN(C)C(=O)Cc1ccc2cccnc2c1)NC(=O)CCF,,,,,,ZINCpu00000gt5oM
,,CN(CCCCO)c1ccnc(N2Cc3cc(F)c(F)cc3C2)n1,,,,,,ZINCou00000pfS86
,,Cn1ncc2cc(CNC(=O)NC3COC4(CCC4)OC3)ccc21,,,,,,ZINCom00000si7rw
,,CN1CCN(C(=O)c2cncc(N)n2)C[C@H]1CNC(=O)[C@@H]1C=CCC1,,,,,,ZINCp5000002w8Gz
,,CC(C)=CC(=O)N[C@H]1C[C@H](CNC(=O)[C@@H]2C[C@]23CCOC3)C1,,,,,,ZINCmj000004ZH50
,,CN1CCN(C(=O)c2cnc(Cl)[nH]2)[C@@H](CNC(=O)c2nccn2C)C1,,,,,,ZINCp5000002w8d3
,,CCc1cc(CC(=O)NCC[C@]2(C)NC(=O)NC2=O)on1,,,,,,ZINCl500000JSiex
,,CC(C)=CC(=O)N[C@H](C)[C@]1(O)CCN(C(=O)C2CC=CC2)C1,,,,,,ZINCmj000004ZGVY
,,C=C[C@@H](NC(=O)NNC(=O)c1cnsc1)c1ccc(OC(C)C)cc1,,,,,,ZINCpy00000ws1Dr
,,Cn1ncc2cc(CNC(=O)N3C[C@H](CO)[C@@H](C4CC4)C3)ccc21,,,,,,ZINCon00000si7rr
,,CSC[C@@H](C)C(=O)N1C[C@H](C)[C@@H]1C(=O)N[C@@H]1CCc2nncn2C1,,,,,,ZINCob00000HTZvc
,,O=C(N[C@H]1CCCC[C@H]1CN=c1[nH]nc(C2CC2)o1)[C@H](O)C(F)(F)F,,,,,,ZINCpp00001BPx6E
,,CN1CCN(C(=O)c2csc(CO)n2)[C@H](CNC(=O)c2cnns2)C1,,,,,,ZINCp5000002waVf
,,Cc1cc(C)n(CC(=O)NCC23CC(C(C)(F)F)(C2)C3)n1,,,,,,ZINClu00000cUYNd
,,COCC[C@@H](OC)C(=O)NC[C@@H](F)CNC(=O)c1ccc(=O)oc1,,,,,,ZINCo500000EJT0c
,,C#Cc1ccc(C(=O)NC(C)(C)c2nc(=O)o[nH]2)nc1,,,,,,ZINCke00000JSieD
,,CC[C@H](CN(C)C(=O)Cc1ccc(Br)nc1)NC(=O)c1cc(C)no1,,,,,,ZINCpt00000gt5oT
,,CN(C)CCCOc1cnccc1CN[C@@H]1C[C@H]2[C@H]3C=C[C@@H](C3)[C@H]21,,,,,,ZINCox00000pfS8b
,,CC1(C)CC2(CC(NC(=O)c3cc(N)cc4c3OCCO4)C2)C1,,,,,,ZINCnx00000mNXTP
,,CSC[C@H](C)C(=O)N1C[C@H](C(F)F)[C@@H](NC(=O)Cn2ccnn2)C1,,,,,,ZINCoa00000HTZvq
,,COc1csc(CN2CCN[C@@H]3CCCC[C@@H]32)c1OC,,,,,,ZINCku00000amRbu
,,CN1CCN(C(=O)c2cnn(C)c2)C[C@H]1CNC(=O)Cc1csnn1,,,,,,ZINCp5000002w9hr
,,O=C(N[C@H]1CCCC[C@H]1CNC(=O)[C@]12CSC[C@@H]1C2)[C@@H]1CCC[C@H]1O,,,,,,ZINCpm00001BPx6G
,,COCC[C@H](OC)C(=O)NC[C@H](CO)NC(=O)c1nc(O)sc1C,,,,,,ZINCo500000EJT04
,,COC1(c2cccc(-c3cc(F)c4c(c3)OCCNC4=O)c2)CNC1,,,,,,ZINCpq00000CdcQw
,,C[C@H](CC#N)C(=O)N(Cc1cccs1)CC1(CO)CCCC1,,,,,,ZINCmB00000hkZl1
,,CC(C)[C@H](C)C(=O)NCC[C@@H](NC(=O)c1ccco1)C(C)C,,,,,,ZINCmy000003G6zI
,,CC[C@H](O)CC(=O)N1C[C@H]2CC[C@H]1CN2C(=O)C[C@@H](O)C(C)C,,,,,,ZINCnd000005Ke6G
,,CN1CCN(C)CC(C(=O)N2C[C@H]3CN(c4nnc(O)s4)C[C@H]3C2)C1,,,,,,ZINCp5000002we1K
,,O=C(N[C@H]1CCCC[C@H]1CO)C1CCN(C(=O)[C@@H]2C[C@@H]3C[C@@H]3C2)CC1,,,,,,ZINCpp00001BPx6P
,,C=C[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc(O)nc1C(F)(F)F,,,,,,ZINCpy00000ws1DG
,,CC[C@H](O)CC(=O)NC[C@H]1CCN(c2nc(C#N)ncc2C)C1,,,,,,ZINCnd000005KeMt
,,O=C(N[C@H]1CCCC[C@@H]1CN=c1ncnc2[nH][nH]cc1-2)c1cnsn1,,,,,,ZINCpm00001BPx6z
,,CO[C@@]1(c2cccc(C(=O)NCCc3ccnc(C)n3)c2)CCOC1,,,,,,ZINCpq00000CdcQG
,,CN1CCN(C(=O)c2cnn(C)c2)C[C@@H]1CNC(=O)CCC[N+](=O)[O-],,,,,,ZINCp5000002w9fK
,,CCc1ccc(C(=O)NCCC2(C)COC2)o1,,,,,,ZINChp00000JSiev
,,C#C[C@@H](NC(=O)NNC(=O)c1c(C)cccc1O)c1ccc(Br)cc1,,,,,,ZINCpx00000ws1Dk
,,CC[C@H](O)CC(=O)N[C@@H]1CCCCN(C(=O)[C@@H](F)C(C)(C)O)C1,,,,,,ZINCnd000005KeYL
,,CN1CCN(C(=O)c2coc(Cl)c2)[C@@H](CNC(=O)C2(CO)COC2)C1,,,,,,ZINCp5000002wawx
,,CC[C@H](O)CC(=O)N1CC(NC(=O)c2ccc(O)c(F)c2F)C1,,,,,,ZINCnd000005Kd87
,,CC[C@H](O)CC(=O)N1CCN(C2CCC(NC(C)=O)CC2)CC1,,,,,,ZINCnd000005KdAY
,,O=C(N[C@H]1CCN(Cc2ccc(Cl)cn2)C[C@H]1F)[C@@H]1CCCCO1,,,,,,ZINCot00000ibUvZ
,,CCc1cc(CN2CCS[C@@H](C)[C@H]2C)ccc1C,,,,,,ZINCiI00000ct0oa
,,C#CCC1CCN(C(=O)[C@@H]2CCN(C(=O)[C@@H](C)CCC)C23CC3)CC1,,,,,,ZINCpA00000xxpKB
,,CC(C)=CC(=O)N[C@@]12CCC[C@@H]1N(Cc1cnn(C)n1)CC2,,,,,,ZINCmj000004ZGQC
,,CN1CCN(CC(=O)N2CC(CNC(=O)C(C)(C)C(F)F)C2)CC1=O,,,,,,ZINCp5000002wfoz
,,CN1CCN(C(=O)c2cocn2)[C@H](CNC(=O)C2=C[S@](=O)CCC2)C1,,,,,,ZINCp5000002waLD
,,CCc1ccc(C(=O)NCC[C@]2(C)NC(=O)NC2=O)o1,,,,,,ZINCkb00000JSiew
,,CC[C@@H](NC(=O)NO[C@H]1CCN(C(=O)OC(C)(C)C)C1)c1nccs1,,,,,,ZINCpy00000ws1DC
,,Cc1ccc(N(C)C(=O)N2CC[C@H]([S@@](C)(=N)=O)C2)c(F)c1,,,,,,ZINClu00000cUYN7
,,O=C(N[C@H]1CCCC[C@H]1CO)C1=CC[C@H](NC(=O)c2cc(Cl)no2)C1,,,,,,ZINCpo00001BPx6O
,,CC[C@H](NC(=O)NNC(=O)NCCc1cccs1)c1cccc(C)n1,,,,,,ZINCpw00000ws1Dx
,,CN1CCN(C(=O)c2nccs2)C[C@H]1CNC(=O)C[C@]1(O)CCOC1,,,,,,ZINCp5000002wcr0
,,CN(C)CCCOc1ccc(-c2cnn([C@@H]3CCCOC3)c2)cn1,,,,,,ZINCow00000pfS7W
,,CN1CCN(CC(=O)N2CC(NC(=O)C[C@@]3(C)C[C@]3(F)Cl)C2)CC1=O,,,,,,ZINCp5000002wfFg
,,CC(C)[C@H](C)C(=O)NCC[C@H](C)NC(=O)[C@@]12CCCC[C@@H]1C2,,,,,,ZINCmy000003G6An
,,O=C(N[C@H]1CCCC[C@H]1CO)[C@@H]1[C@H]2CN(C(=O)C(F)=CC3CC3)C[C@H]21,,,,,,ZINCpm00001BPx7d
,,CC1(C)C[C@@]2(CCN(C(=O)Nc3cc(C(F)F)ncn3)C2)CO1,,,,,,ZINCny00000mNXTQ
,,CN(C)[C@@](C)(COc1ccc(Cl)c(Cl)c1)c1nnnn1CCC#N,,,,,,ZINCox00000pfS7X
